,Average temperature (°F),Average humidity (%),Average dewpoint (°F),Average barometer (in),Average windspeed (mph),Average gustspeed (mph),Average direction (°deg),Rainfall for month (in),Rainfall for year (in),Maximum rain per minute,Maximum temperature (°F),Minimum temperature (°F),Maximum humidity (%),Minimum humidity (%),Maximum pressure,Minimum pressure,Maximum windspeed (mph),Maximum gust speed (mph),Maximum heat index (°F)
20090720,70.0,34,38.6,29.7,4.5,5.9,334,0.81,6.39,0.00,82.4,58.1,80,14,29.881,29.595,18.4,26,80.0
20090721,59.5,74,50.5,29.9,2.6,3.1,39,0.82,6.40,0.01,70.3,52.8,89,47,29.927,29.811,11.5,17,78.1
20090722,59.9,64,46.1,29.9,3.9,4.5,18,1.18,6.76,0.06,77.7,44.9,91,21,30.011,29.772,17.3,20,78.7
20090723,63.5,51,42.3,29.9,4.1,5.1,26,1.25,6.83,0.04,80.1,45.2,86,20,30.015,29.724,18.4,26,79.1
20090724,65.5,44,38.5,29.8,6.4,7.3,7,1.25,6.83,0.00,84.5,44.1,77,14,29.919,29.693,17.3,24,81.6
20090725,59.3,72,49.6,29.9,7.4,7.9,11,1.70,7.28,0.04,72.5,48.0,93,51,30.075,29.787,17.3,20,78.2
20090726,60.1,73,50.3,30.0,5.1,5.8,1,1.70,7.28,0.00,74.0,49.6,95,39,30.081,29.885,12.7,17,78.0
20090727,56.9,72,47.0,30.0,4.5,5.1,13,1.88,7.46,0.07,73.3,44.5,93,42,30.119,29.838,20.7,21,78.4
20090728,53.6,81,47.4,29.9,3.5,3.9,19,2.01,7.59,0.02,62.3,43.2,94,62,29.982,29.817,13.8,18,62.3
20090729,49.8,88,46.3,29.9,4.8,5.1,19,2.25,7.83,0.01,59.8,43.6,94,64,30.028,29.797,12.7,16,59.8
20090730,48.1,86,43.9,30.0,5.1,5.3,6,2.35,7.93,0.01,55.9,42.8,94,67,30.115,29.963,12.7,17,55.9
20090731,55.0,66,41.1,29.9,5.8,7.1,338,2.37,7.95,0.01,72.5,39.3,95,24,30.075,29.826,24.2,26,79.0
2009081,57.5,64,43.5,30.0,4.9,6.2,14,0.01,7.95,0.01,73.5,38.6,94,22,30.153,29.897,17.3,26,79.2
2009082,65.3,39,34.5,29.8,5.5,7.5,322,0.01,7.95,0.00,82.2,43.3,82,13,29.938,29.659,19.6,26,79.8
2009083,64.4,38,34.4,29.8,6.0,7.6,333,0.01,7.95,0.00,82.4,44.6,72,13,29.881,29.716,18.4,26,80.0
2009084,61.9,51,40.7,29.9,5.3,6.2,4,0.06,8.00,0.02,81.6,44.9,74,15,29.971,29.810,16.1,22,79.5
2009085,62.0,56,44.6,29.9,7.4,8.5,23,0.30,8.24,0.04,78.1,43.6,89,24,30.123,29.792,15.0,20,78.9
2009086,61.2,73,50.7,29.8,9.8,10.5,0,0.30,8.24,0.00,80.5,50.1,93,27,29.876,29.647,16.1,22,79.4
2009087,65.2,48,41.3,29.6,8.4,24.5,319,0.30,8.24,0.00,80.3,48.0,94,13,29.686,29.397,25.3,255,78.9
2009088,63.6,30,29.0,29.6,5.6,55.9,321,0.30,8.24,0.00,73.0,44.8,62,11,29.783,29.314,21.9,255,77.7
2009089,58.0,53,39.2,29.9,6.1,7.5,350,0.30,8.24,0.00,73.7,41.9,79,17,29.968,29.750,21.9,26,79.1
20090810,60.5,57,43.2,30.0,4.3,5.3,26,0.30,8.24,0.00,72.6,45.5,91,20,30.047,29.869,11.5,17,78.9
20090811,61.1,41,33.7,30.0,5.6,6.4,6,0.30,8.24,0.00,79.0,39.6,76,14,30.152,29.912,15.0,21,78.0
20090812,64.5,31,27.9,29.9,6.0,7.5,340,0.30,8.24,0.00,84.7,41.3,64,9,30.067,29.789,18.4,25,81.7
20090813,63.1,35,33.4,29.8,2.1,2.9,36,0.30,8.24,0.00,81.4,43.6,62,15,29.934,29.653,11.5,17,79.3
20090814,62.3,53,44.5,29.7,1.6,2.0,8,0.36,8.30,0.02,68.9,55.8,82,38,29.787,29.586,11.5,22,79.1
20090815,61.2,41,36.9,29.7,6.0,7.1,310,0.37,8.31,0.01,73.2,51.1,58,22,29.771,29.555,21.9,32,79.0
20090816,54.8,48,34.5,29.9,5.6,7.2,20,0.37,8.31,0.00,69.4,41.1,65,17,29.936,29.752,21.9,30,78.4
20090817,51.7,67,39.8,30.0,3.3,4.3,36,0.40,8.34,0.01,67.8,34.6,89,31,30.143,29.915,17.3,21,78.8
20090818,56.3,53,35.3,29.9,5.5,6.5,355,0.40,8.34,0.00,71.7,38.2,93,19,30.107,29.695,18.4,26,79.1
20090819,60.1,36,31.1,29.7,8.4,10.6,337,0.40,8.34,0.00,73.9,40.3,64,20,29.812,29.654,18.4,26,78.7
20090820,60.6,50,39.8,29.9,5.7,7.0,21,0.40,8.34,0.00,77.2,41.1,85,24,29.988,29.781,16.1,22,79.0
20090821,61.1,46,36.6,30.0,4.7,6.1,34,0.40,8.34,0.00,79.9,38.3,86,20,30.080,29.884,13.8,25,78.6
20090822,66.2,38,34.1,29.8,3.4,4.3,19,0.40,8.34,0.00,87.2,42.6,76,11,29.985,29.695,15.0,20,83.6
20090823,68.0,36,38.1,29.6,5.5,6.6,340,0.40,8.34,0.00,84.3,52.5,56,15,29.791,29.525,16.1,22,81.4
20090824,65.6,43,41.0,29.7,5.3,6.9,290,0.42,8.36,0.01,75.1,54.7,86,23,29.857,29.550,18.4,24,79.1
20090825,56.4,78,49.0,29.9,3.5,4.2,14,0.73,8.67,0.24,72.1,46.2,94,43,30.016,29.824,16.1,21,78.3
20090826,54.3,69,43.0,30.1,4.4,5.0,350,0.76,8.70,0.01,72.5,42.3,94,27,30.200,29.932,11.5,21,78.8
20090827,59.2,48,34.2,30.1,5.9,6.6,10,0.76,8.70,0.00,78.5,38.8,92,15,30.227,30.040,19.6,26,78.7
20090828,58.6,49,37.5,30.1,3.8,4.9,31,0.76,8.70,0.00,76.7,39.2,82,26,30.242,30.037,20.7,25,78.9
20090829,56.1,60,40.6,30.0,2.7,3.7,27,0.76,8.70,0.00,73.2,39.5,87,25,30.101,29.900,17.3,26,79.1
20090830,54.1,72,44.6,30.0,2.4,3.1,35,0.82,8.76,0.01,67.4,40.6,93,47,30.028,29.862,17.3,25,79.0
20090831,60.1,54,38.8,29.9,3.5,4.9,281,0.82,8.76,0.00,79.6,42.5,87,16,29.996,29.744,21.9,32,78.7
2009091,63.9,40,29.9,30.0,5.5,81.0,355,0.00,8.77,0.00,79.8,38.9,89,11,30.194,29.684,16.1,255,79.1
2009092,64.0,29,29.3,30.0,6.2,125.2,2,0.00,8.77,0.00,78.6,45.2,49,12,30.233,29.859,20.7,255,78.3
2009093,63.6,44,39.3,30.0,4.2,221.3,4,0.02,8.79,0.01,74.6,40.6,77,21,30.284,29.687,10.4,255,77.5
2009094,56.8,59,42.0,30.0,4.5,159.1,5,0.03,8.80,0.01,76.6,37.6,84,20,30.269,29.597,16.1,255,78.4
2009095,62.2,44,37.4,30.0,7.3,143.9,8,0.03,8.80,0.00,76.5,37.3,83,21,30.263,29.636,13.8,255,77.8
2009096,62.5,52,42.7,29.8,7.8,184.7,357,0.05,8.82,0.02,69.8,49.5,72,27,30.013,29.629,16.1,255,78.8
2009097,64.6,44,39.0,29.8,4.7,138.6,360,0.05,8.82,0.00,79.9,42.8,91,20,30.067,29.474,19.6,255,78.6
2009098,68.9,23,28.9,29.7,5.5,186.3,349,0.05,8.82,0.00,79.1,43.3,28,16,29.992,29.444,19.6,255,77.9
2009099,62.3,56,42.0,29.9,3.0,109.7,8,0.08,8.85,0.01,76.3,44.1,91,17,30.178,29.632,13.8,255,79.0
20090910,62.1,46,32.9,30.0,1.4,123.8,9,0.08,8.85,0.00,77.7,39.8,90,15,30.256,29.695,8.1,255,78.1
20090911,56.8,42,31.8,30.0,3.0,87.1,20,0.08,8.85,0.00,71.6,39.3,72,17,30.376,29.683,11.5,255,77.3
20090912,42.1,75,34.6,30.1,0.5,31.6,18,0.17,8.94,0.02,46.8,38.6,92,55,30.164,30.059,5.8,255,46.8
20090913,50.3,70,39.3,30.0,4.6,85.5,349,0.20,8.97,0.01,73.7,35.0,94,25,30.181,29.744,20.7,255,79.1
20090914,59.7,53,41.0,29.8,1.0,45.1,347,0.20,8.97,0.00,72.1,41.3,88,28,29.969,29.726,11.5,255,79.1
20090915,57.9,55,40.9,29.9,0.4,39.9,8,0.20,8.97,0.00,70.3,44.6,80,34,30.101,29.778,10.4,255,79.1
20090916,53.0,71,42.9,30.1,0.4,67.0,19,0.20,8.97,0.00,64.3,42.6,91,51,30.220,30.011,8.1,255,64.3
20090917,53.3,64,39.4,30.1,0.3,34.1,11,0.20,8.97,0.00,68.9,39.5,93,34,30.246,29.979,8.1,255,78.9
20090918,52.4,59,35.8,30.1,1.1,49.5,44,0.20,8.97,0.00,68.9,34.6,92,32,30.181,29.991,12.7,255,78.7
20090919,52.1,52,31.2,30.0,3.8,32.2,32,0.20,8.97,0.00,73.1,33.4,83,16,30.193,29.797,17.3,255,76.9
20090920,54.0,48,33.4,29.7,11.2,15.8,338,0.20,8.97,0.00,70.3,42.2,73,25,29.842,29.506,27.6,255,78.3
20090921,40.0,67,29.2,30.1,9.2,10.5,16,0.45,9.22,0.01,46.5,32.9,92,38,30.378,29.805,23.0,26,46.5
20090922,39.4,51,22.5,30.3,9.6,10.3,352,0.45,9.22,0.00,45.1,32.9,73,40,30.370,30.213,19.6,24,45.1
20090923,42.5,55,26.2,30.2,10.5,11.7,9,0.46,9.23,0.01,50.4,32.2,90,27,30.292,30.180,19.6,32,50.4
20090924,40.4,74,31.8,30.2,2.9,3.6,12,0.52,9.29,0.01,53.9,30.3,92,38,30.302,30.043,13.8,18,53.9
20090925,45.8,68,34.5,30.0,4.6,5.4,20,0.52,9.29,0.00,61.5,35.3,92,24,30.177,29.946,18.4,28,61.5
20090926,62.4,23,22.3,29.9,9.5,11.9,340,0.52,9.29,0.00,75.4,45.8,40,14,30.115,29.617,23.0,31,75.6
20090927,61.3,26,22.9,29.7,10.5,12.5,349,0.52,9.29,0.00,75.4,38.4,67,12,30.008,29.549,23.0,32,75.7
20090928,44.8,57,28.4,30.1,4.0,4.8,25,0.52,9.29,0.00,63.5,26.9,88,27,30.295,29.966,10.4,13,63.5
20090929,59.1,32,22.4,29.8,9.7,11.7,331,0.52,9.29,0.00,77.2,33.8,81,10,29.982,29.556,21.9,35,76.1
20090930,52.2,40,27.2,29.5,16.7,18.6,347,0.56,9.33,0.01,66.5,35.2,70,21,29.678,29.344,26.5,38,75.9
2009101,35.0,37,10.8,30.0,15.1,17.8,337,0.00,9.33,0.00,40.9,29.4,52,27,30.085,29.589,34.5,44,40.9
2009102,41.6,26,7.4,30.0,10.0,12.4,339,0.00,9.33,0.00,56.7,28.4,45,10,30.039,29.840,29.9,44,56.7
2009103,38.6,45,16.6,29.9,4.2,6.1,23,0.00,9.33,0.00,58.6,20.0,78,19,30.055,29.707,13.8,255,58.6
2009104,36.3,77,29.0,29.8,2.8,4.3,82,0.14,9.47,0.01,50.6,26.4,93,43,29.885,29.574,15.0,20,50.6
2009105,38.7,66,27.4,29.7,7.6,11.3,305,0.18,9.51,0.01,46.2,32.8,94,36,29.946,29.568,21.9,31,46.2
2009106,41.3,30,11.1,30.0,12.8,19.0,306,0.18,9.51,0.00,52.2,31.2,47,17,30.068,29.846,25.3,39,52.2
2009107,49.9,29,17.5,29.7,8.4,12.2,292,0.18,9.51,0.00,63.2,42.7,55,17,29.874,29.587,23.0,32,63.2
2009108,29.2,83,24.4,30.0,3.8,8.6,101,0.29,9.62,0.01,43.5,22.5,91,47,30.161,29.676,12.7,255,43.5
2009109,31.3,77,24.6,30.1,5.2,12.9,74,0.33,9.66,0.01,43.8,15.2,91,45,30.284,29.934,15.0,255,43.8
20091010,17.4,80,12.3,30.3,3.6,5.5,97,0.37,9.70,0.01,28.5,9.7,87,69,30.378,30.215,11.5,16,32.0
20091011,29.0,77,22.2,30.0,5.0,7.8,16,0.42,9.75,0.01,50.4,15.9,92,41,30.239,29.704,20.7,32,50.4
20091012,40.4,69,29.2,29.8,3.9,6.0,74,0.47,9.80,0.01,56.6,28.7,93,24,30.001,29.674,16.1,20,56.6
20091013,40.8,66,28.0,29.9,4.0,11.7,312,0.47,9.80,0.00,56.7,28.5,94,30,30.030,29.821,21.9,255,56.7
20091014,49.0,51,31.1,29.8,13.1,19.3,304,0.47,9.80,0.00,57.9,32.7,80,30,29.895,29.587,25.3,43,57.9
20091015,46.8,49,27.9,30.0,9.2,13.8,305,0.48,9.81,0.01,54.9,41.2,79,27,30.144,29.816,26.5,39,54.9
20091016,44.7,51,25.7,30.2,3.0,8.1,358,0.48,9.81,0.00,59.6,28.3,86,19,30.429,30.070,15.0,255,59.6
20091017,41.2,57,23.5,30.3,1.7,8.7,81,0.48,9.81,0.00,63.7,21.6,91,21,30.563,29.923,10.4,255,63.7
20091018,57.9,25,21.2,29.9,8.6,15.5,309,0.48,9.81,0.00,68.9,44.0,41,16,30.092,29.723,29.9,255,73.5
20091019,52.3,40,26.9,29.7,4.8,7.4,296,0.48,9.81,0.00,65.8,36.0,71,18,29.798,29.537,21.9,30,74.1
20091020,37.7,75,29.8,29.8,3.1,13.3,90,0.61,9.94,0.01,56.7,26.3,93,33,30.094,29.689,13.8,255,56.7
20091021,32.0,89,29.2,30.1,1.9,6.1,93,0.64,9.97,0.01,37.2,28.5,93,77,30.170,29.923,6.9,255,37.2
20091022,35.8,65,23.3,30.1,1.8,9.0,52,0.65,9.98,0.01,50.4,21.6,92,28,30.225,29.921,11.5,255,50.4
20091023,42.4,41,18.7,29.9,8.4,13.1,314,0.65,9.98,0.00,52.2,31.2,68,23,30.009,29.694,23.0,35,52.2
20091024,44.1,47,24.5,29.7,14.3,21.5,304,0.70,10.03,0.01,52.0,35.8,87,27,29.791,29.533,31.1,49,52.0
20091025,30.2,73,22.1,30.1,4.5,17.0,63,0.70,10.03,0.00,37.2,17.2,89,33,30.466,29.791,20.7,255,37.2
20091026,32.7,40,7.2,30.2,10.5,15.1,304,0.70,10.03,0.00,45.8,10.0,84,14,30.510,29.723,27.6,38,45.8
20091027,39.3,47,16.3,29.5,5.4,8.3,315,0.70,10.03,0.00,51.0,26.9,92,19,29.739,29.250,23.0,33,51.0
20091028,22.2,84,18.0,29.7,2.1,3.1,82,0.70,10.03,0.00,26.9,16.4,92,67,29.995,29.431,16.1,18,32.0
20091029,19.5,66,9.6,30.0,3.7,6.1,308,0.70,10.03,0.00,26.1,12.4,85,47,30.063,29.857,16.1,26,32.0
20091030,30.7,49,13.8,29.9,22.2,29.5,287,0.75,10.08,0.01,39.2,19.7,56,41,30.031,29.782,35.7,49,39.2
20091031,44.0,43,22.7,30.0,16.2,22.9,305,0.77,10.10,0.01,55.3,36.6,58,26,30.125,29.894,29.9,46,55.3
2009111,47.3,39,22.9,30.0,12.3,28.3,311,0.00,10.11,0.00,54.4,37.2,59,27,30.130,29.879,29.9,255,54.4
2009112,38.8,60,25.5,30.2,4.8,48.1,58,0.00,10.11,0.00,50.4,30.6,86,31,30.409,30.072,16.1,255,50.4
2009113,48.1,30,16.1,30.1,11.6,90.9,330,0.00,10.11,0.00,58.0,34.1,63,13,30.236,29.905,29.9,255,58.0
2009114,46.0,39,15.5,30.2,4.8,8.8,326,0.00,10.11,0.00,65.5,23.8,82,11,30.438,29.983,20.7,255,70.0
2009115,56.1,17,10.8,29.9,10.8,30.1,310,0.00,10.11,0.00,65.3,44.1,34,10,30.102,29.783,25.3,255,70.7
2009116,55.1,21,14.6,29.7,10.6,15.2,304,0.00,10.11,0.00,62.7,47.3,95,11,29.854,29.587,34.5,46,62.7
2009117,51.4,26,16.6,29.7,7.5,28.8,305,0.00,10.11,0.00,63.1,37.6,40,11,29.880,29.562,23.0,255,63.1
2009118,45.9,37,19.6,29.9,5.2,17.0,294,0.00,10.11,0.00,53.5,37.8,64,19,30.160,29.615,16.1,255,53.5
2009119,35.2,58,21.1,30.3,1.6,5.5,69,0.00,10.11,0.00,51.3,24.5,80,33,30.513,30.091,11.5,255,51.3
20091110,38.2,47,15.2,30.3,4.4,6.5,308,0.00,10.11,0.00,57.8,21.0,83,16,30.548,30.071,21.9,30,57.8
20091111,50.1,27,17.0,30.0,8.3,11.5,299,0.00,10.11,0.00,61.0,38.9,43,17,30.270,29.661,24.2,32,61.0
20091112,52.0,29,20.3,29.5,13.1,24.0,306,0.00,10.11,0.00,58.1,45.6,48,22,29.661,29.359,31.1,255,58.1
20091113,32.9,79,26.9,29.6,4.7,32.9,41,0.03,10.14,0.01,44.3,23.0,92,45,29.878,29.404,24.2,255,44.3
20091114,25.7,85,21.7,30.0,3.0,92.8,58,0.06,10.17,0.01,36.3,21.9,90,67,30.069,29.861,10.4,255,36.3
20091115,19.6,83,15.2,30.3,1.4,32.0,89,0.32,10.43,0.01,29.0,3.7,89,65,30.625,30.057,9.2,255,32.0
20091116,19.2,72,11.1,30.6,0.5,7.8,354,0.37,10.48,0.01,42.8,0.4,88,40,30.779,30.386,6.9,255,42.8
20091117,28.8,69,18.0,30.3,0.5,3.8,51,0.38,10.49,0.01,53.9,13.5,89,27,30.558,30.076,4.6,255,53.9
20091118,35.7,48,12.9,30.0,5.4,7.7,315,0.38,10.49,0.00,54.2,15.2,88,16,30.256,29.771,19.6,26,54.2
20091119,32.7,53,16.1,30.1,2.0,6.2,75,0.38,10.49,0.00,45.2,17.8,85,26,30.371,29.735,11.5,255,45.2
20091120,30.4,47,7.5,30.2,2.2,3.7,315,0.38,10.49,0.00,52.3,13.5,86,10,30.490,29.658,24.2,35,52.3
20091121,42.7,25,5.1,29.7,11.5,16.0,302,0.38,10.49,0.00,48.9,28.2,78,9,29.903,29.510,32.2,47,48.9
20091122,35.6,36,8.7,29.9,10.5,23.5,308,0.38,10.49,0.00,43.9,26.7,79,15,29.982,29.747,26.5,255,43.9
20091123,26.5,40,4.9,30.1,12.8,18.1,309,0.38,10.49,0.00,33.5,21.6,78,28,30.384,29.718,27.6,39,33.5
20091124,32.6,29,2.7,30.3,9.1,16.0,312,0.38,10.49,0.00,45.5,15.6,45,15,30.398,30.127,21.9,255,45.5
20091125,39.7,38,15.7,30.2,9.0,24.6,317,0.38,10.49,0.00,51.9,28.2,57,26,30.310,30.047,20.7,255,51.9
20091126,46.4,23,9.3,30.1,13.1,55.1,310,0.38,10.49,0.00,54.1,33.7,42,14,30.226,29.918,26.5,255,54.1
20091127,47.3,14,0.9,29.8,12.4,97.9,332,0.38,10.49,0.00,55.0,35.9,23,6,30.019,29.686,28.8,255,55.0
20091128,37.4,43,13.0,29.8,4.3,23.6,20,0.38,10.49,0.00,48.3,26.0,86,15,30.043,29.685,12.7,255,48.3
20091129,27.6,71,18.7,30.2,1.4,8.2,74,0.38,10.49,0.00,39.8,16.5,89,36,30.403,30.041,8.1,255,39.8
20091130,32.3,47,8.8,30.2,5.9,20.5,312,0.39,10.50,0.01,50.2,12.4,85,16,30.506,29.815,21.9,255,50.2
2010011,32.1,49,15.2,30.2,14.6,19.7,297,0.00,0.00,0.00,40.0,22.1,61,41,30.330,30.034,34.5,51,40.0
2010012,32.1,50,15.5,30.1,8.8,12.2,306,0.00,0.00,0.00,39.1,22.0,77,39,30.292,29.937,23.0,35,39.1
2010013,23.1,64,12.1,30.4,2.9,4.4,21,0.00,0.00,0.00,33.4,9.2,85,34,30.549,30.237,17.3,24,33.4
2010014,25.7,48,7.2,30.4,4.7,7.0,324,0.00,0.00,0.00,36.5,7.6,82,25,30.585,30.107,15.0,21,36.5
2010015,34.3,51,17.8,30.0,14.2,18.5,300,0.00,0.00,0.00,40.1,28.4,60,43,30.173,29.897,34.5,43,40.1
2010016,18.4,68,9.3,30.1,6.8,9.6,147,0.00,0.00,0.00,36.3,2.2,79,50,30.666,29.804,20.7,30,36.3
2010017,1.4,63,8.6,30.7,2.3,3.8,67,0.00,0.00,0.00,15.9,10.5,75,49,30.868,30.648,9.2,13,32.0
2010018,23.5,24,11.4,30.5,6.9,10.3,315,0.00,0.00,0.00,38.2,7.0,67,13,30.743,30.146,19.6,29,38.2
2010019,37.7,18,2.9,30.2,8.7,12.5,312,0.00,0.00,0.00,50.4,28.0,32,13,30.300,30.065,28.8,36,50.4
20100110,30.3,36,4.1,30.4,1.5,2.7,37,0.00,0.00,0.00,49.4,16.2,66,14,30.600,30.161,9.2,12,49.4
20100111,24.2,53,6.3,30.6,0.8,1.5,40,0.00,0.00,0.00,51.6,6.3,80,14,30.789,30.393,6.9,8,51.6
20100112,40.2,20,1.6,30.2,7.8,10.9,321,0.00,0.00,0.00,53.6,11.6,68,10,30.427,29.896,19.6,35,53.6
20100113,37.3,30,6.6,29.9,6.8,9.6,305,0.00,0.00,0.00,46.0,20.8,63,15,30.109,29.840,21.9,29,46.0
20100114,24.6,61,12.2,30.3,0.7,1.3,341,0.00,0.00,0.00,42.0,13.5,78,30,30.493,30.088,16.1,21,42.0
20100115,32.5,37,7.5,30.3,6.4,9.0,314,0.00,0.00,0.00,46.5,17.7,60,11,30.466,29.966,17.3,26,46.5
20100116,42.3,24,7.7,29.9,6.0,8.2,308,0.00,0.00,0.00,53.7,31.5,35,15,30.140,29.781,16.1,21,53.7
20100117,36.7,47,16.6,29.9,3.8,5.6,316,0.00,0.00,0.00,44.5,21.8,81,25,29.958,29.737,15.0,21,44.5
20100118,35.0,47,15.3,29.8,7.4,10.8,316,0.00,0.00,0.00,44.5,10.0,83,20,30.174,29.671,21.9,36,44.5
20100119,31.4,56,16.5,29.6,7.3,10.4,315,0.00,0.00,0.00,41.6,23.8,89,30,29.775,29.531,21.9,31,41.6
20100120,25.6,52,10.1,29.6,3.3,5.0,336,0.00,0.00,0.00,33.2,15.4,68,37,29.783,29.528,16.1,30,33.2
20100121,29.5,44,9.5,29.6,2.7,4.2,335,0.00,0.00,0.00,41.8,22.4,68,22,29.765,29.401,18.4,26,41.8
20100122,32.0,45,11.3,29.3,8.2,11.8,318,0.00,0.00,0.00,45.1,21.6,84,20,29.444,29.172,23.0,31,45.1
20100123,27.1,38,4.5,29.5,17.3,23.8,311,0.00,0.00,0.00,33.1,22.4,53,25,29.649,29.268,28.8,43,33.1
20100124,23.9,39,2.0,29.8,14.3,21.1,320,0.00,0.00,0.00,30.1,20.5,55,24,29.936,29.594,33.4,45,32.0
20100125,25.6,35,1.1,30.0,13.3,15.9,320,0.00,0.00,0.00,33.8,1.9,57,23,30.143,29.860,25.3,33,33.8
20100126,28.1,50,10.9,30.0,7.0,9.7,308,0.00,0.00,0.00,41.9,10.1,70,27,30.278,29.810,24.2,33,41.9
20100127,30.7,58,16.6,30.1,6.2,9.6,314,0.00,0.00,0.00,39.8,20.3,89,36,30.330,29.832,20.7,31,39.8
20100128,21.5,83,17.2,30.3,1.8,2.8,83,0.06,0.06,0.01,31.9,14.6,88,67,30.419,30.218,10.4,12,32.0
20100129,21.3,68,11.1,30.3,0.9,1.6,78,0.07,0.07,0.01,39.3,5.4,86,30,30.424,30.129,6.9,12,39.3
20100130,23.9,63,11.1,30.2,1.2,2.1,122,0.07,0.07,0.00,44.1,8.6,85,24,30.373,30.020,6.9,12,44.1
20100131,25.9,53,8.9,30.0,7.6,11.0,315,0.07,0.07,0.00,37.3,12.6,85,27,30.122,29.837,29.9,38,37.3
2010021,27.1,43,7.2,30.0,13.3,18.9,307,0.00,0.07,0.00,33.4,23.8,54,32,30.093,29.806,33.4,46,33.4
2010022,29.9,32,1.4,30.0,6.1,8.6,313,0.00,0.07,0.00,43.6,11.1,59,12,30.255,29.874,21.9,30,43.6
2010023,30.6,37,6.1,30.0,2.2,3.9,28,0.00,0.07,0.00,43.1,18.6,64,19,30.120,29.753,13.8,16,43.1
2010024,29.0,53,12.3,29.8,10.0,14.3,312,0.02,0.09,0.01,36.5,24.4,89,25,29.883,29.711,27.6,41,36.5
2010025,31.5,42,10.1,29.9,7.6,11.0,317,0.02,0.09,0.00,41.6,21.9,77,27,30.014,29.854,26.5,43,41.6
2010026,32.0,51,15.1,29.9,6.5,8.9,317,0.02,0.09,0.00,41.5,21.9,75,35,30.016,29.811,16.1,25,41.5
2010027,22.2,82,17.6,30.0,1.8,2.7,84,0.02,0.09,0.00,24.8,19.9,88,73,30.035,29.930,8.1,12,32.0
2010028,15.2,79,9.9,30.2,3.1,5.0,101,0.02,0.09,0.00,20.0,8.6,87,70,30.353,29.989,9.2,12,32.0
2010029,17.3,53,1.2,30.3,6.3,8.7,320,0.04,0.11,0.01,34.6,7.0,79,23,30.549,29.948,20.7,30,34.6
20100210,27.5,40,5.9,29.9,10.7,14.6,311,0.04,0.11,0.00,34.6,22.2,47,32,30.031,29.873,25.3,36,34.6
20100211,27.3,39,5.3,30.0,9.9,14.5,315,0.04,0.11,0.00,34.9,19.4,60,27,30.119,29.840,24.2,32,34.9
20100212,29.1,48,11.7,30.0,12.5,17.9,307,0.04,0.11,0.00,35.5,19.2,63,35,30.094,29.901,29.9,40,35.5
20100213,30.4,45,11.5,30.0,11.5,16.0,313,0.04,0.11,0.00,36.6,25.7,57,33,30.079,29.859,31.1,45,36.6
20100214,16.0,63,5.3,30.4,3.3,5.5,115,0.04,0.11,0.00,25.7,3.4,85,37,30.613,30.071,12.7,17,32.0
20100215,15.2,42,5.8,30.5,2.1,3.6,112,0.04,0.11,0.00,32.4,0.1,65,16,30.672,30.382,12.7,17,32.4
20100216,18.4,52,2.0,30.4,2.9,4.4,347,0.04,0.11,0.00,39.5,3.1,78,25,30.671,30.183,17.3,26,39.5
20100217,30.1,49,12.0,30.1,4.2,6.3,349,0.04,0.11,0.00,41.8,19.2,81,27,30.261,30.024,18.4,24,41.8
20100218,23.0,81,17.8,30.1,2.5,3.7,81,0.04,0.11,0.00,37.0,13.1,89,51,30.198,29.934,11.5,14,37.0
20100219,16.8,81,12.1,30.1,1.8,2.6,70,0.15,0.22,0.01,26.6,8.4,86,69,30.206,30.023,11.5,13,32.0
20100220,16.2,82,11.7,30.1,1.7,2.8,87,0.19,0.26,0.01,23.3,12.6,85,73,30.109,29.978,10.4,12,32.0
20100221,10.3,80,5.2,30.2,1.3,2.2,80,0.19,0.26,0.00,19.5,4.3,83,70,30.284,30.073,9.2,12,32.0
20100222,11.0,70,2.9,30.2,2.0,3.3,67,0.32,0.39,0.02,23.9,2.0,80,41,30.443,30.103,11.5,16,32.0
20100223,24.0,40,1.6,30.2,11.2,15.0,302,0.35,0.42,0.01,36.2,4.1,76,25,30.372,30.107,23.0,31,36.2
20100224,31.2,31,3.8,30.0,11.6,16.4,305,0.36,0.43,0.01,40.8,24.4,50,19,30.148,29.844,25.3,35,40.8
20100225,28.0,62,15.7,30.0,5.0,7.3,311,0.37,0.44,0.01,34.7,18.1,88,36,30.255,29.791,19.6,28,34.7
20100226,22.3,54,5.8,30.3,5.2,7.5,318,0.41,0.48,0.01,37.9,5.8,88,21,30.493,30.253,19.6,26,37.9
20100227,27.4,42,5.2,30.1,1.3,2.3,124,0.41,0.48,0.00,44.6,9.9,69,11,30.283,29.820,8.1,13,44.6
20100228,25.8,79,20.0,29.9,1.4,2.2,33,0.50,0.57,0.01,34.9,20.2,89,60,30.102,29.821,11.5,14,34.9
2010031,26.1,74,18.4,30.2,2.2,3.4,53,0.02,0.59,0.01,39.1,14.3,90,40,30.375,30.086,15.0,22,39.1
2010032,27.8,58,12.9,30.2,1.4,2.4,91,0.02,0.59,0.00,48.8,10.5,86,21,30.387,30.012,10.4,14,48.8
2010033,31.4,56,15.5,30.0,4.5,6.4,315,0.02,0.59,0.00,48.3,15.4,84,23,30.180,29.942,18.4,26,48.3
2010034,29.9,63,17.9,30.0,1.6,2.9,191,0.02,0.59,0.00,44.6,16.4,83,32,30.138,29.787,6.9,255,44.6
